QUOTE_DATE,DTE,C_GAMMA_P_GAMMA,STRIKE
2021-04-05,360,0.01122,355
2021-04-05,438,0.01019,355
2021-04-05,620,0.00846,355
2021-04-05,655,0.00825,365
2021-04-05,984,0.00671,370
2021-04-06,3,0.13101,331
2021-04-06,10,0.07122,333
2021-04-06,17,0.05516,333
2021-04-06,24,0.04519,334
2021-04-06,31,0.03981,334
2021-04-06,38,0.03605,336
2021-04-06,45,0.03297,336
2021-04-06,73,0.0257,337
2021-04-06,85,0.02382,339
2021-04-06,136,0.0185,342
2021-04-06,164,0.01676,343
2021-04-06,177,0.01608,347
2021-04-06,192,0.01534,342
2021-04-06,255,0.0132,352
2021-04-06,269,0.01289,352
2021-04-06,290,0.01241,351
2021-04-06,346,0.01126,350
2021-04-06,359,0.01114,349
2021-04-06,437,0.00999,355
2021-04-06,619,0.00837,360
2021-04-06,654,0.00821,370
2021-04-06,983,0.0067,360
2021-04-07,2,0.16434,332
2021-04-07,9,0.07799,333
2021-04-07,16,0.05875,334
2021-04-07,23,0.0474,335
2021-04-07,30,0.04139,336
2021-04-07,37,0.03728,336
2021-04-07,44,0.03397,336
2021-04-07,72,0.02619,340
2021-04-07,84,0.02417,338
2021-04-07,135,0.0187,345
2021-04-07,163,0.01693,343
2021-04-07,176,0.01623,346
2021-04-07,191,0.01553,345
2021-04-07,254,0.01325,351
2021-04-07,268,0.013,352
2021-04-07,289,0.01248,348
2021-04-07,345,0.01132,355
2021-04-07,358,0.01119,351
2021-04-07,436,0.01008,355
2021-04-07,618,0.00835,360
2021-04-07,653,0.00815,375
2021-04-07,982,0.0067,385
2021-04-08,1,0.26804,335
2021-04-08,8,0.08737,337
2021-04-08,15,0.06106,337
2021-04-08,22,0.04763,339
2021-04-08,29,0.04144,339
2021-04-08,36,0.03718,340
2021-04-08,43,0.03388,339
2021-04-08,50,0.03122,341
2021-04-08,71,0.02596,342
2021-04-08,83,0.0239,342
2021-04-08,134,0.01836,345
2021-04-08,162,0.0167,347
2021-04-08,175,0.01609,351
2021-04-08,190,0.01542,350
2021-04-08,253,0.01313,353
2021-04-08,267,0.0129,354
2021-04-08,288,0.01244,350
2021-04-08,344,0.01125,360
2021-04-08,357,0.01104,360
2021-04-08,435,0.00997,355
2021-04-08,617,0.00836,370
2021-04-08,652,0.0081,370
2021-04-08,981,0.0067,385
2021-04-09,0,0.81457,337
2021-04-09,7,0.09985,338
2021-04-09,14,0.06577,339
2021-04-09,21,0.04988,339
2021-04-09,28,0.04302,341
2021-04-09,35,0.0382,341
2021-04-09,42,0.03458,341
2021-04-09,49,0.03177,342
2021-04-09,70,0.02603,343
2021-04-09,82,0.02395,344
2021-04-09,133,0.0183,351
2021-04-09,161,0.01658,352
2021-04-09,174,0.01594,352
2021-04-09,189,0.01524,354
2021-04-09,252,0.01305,353
2021-04-09,266,0.01277,355
2021-04-09,287,0.01235,356
2021-04-09,343,0.0112,359
2021-04-09,356,0.011,363
2021-04-09,434,0.00986,355
2021-04-09,616,0.00822,365
2021-04-09,651,0.00807,365
2021-04-09,980,0.00664,385
2021-04-12,4,0.1197,337
2021-04-12,11,0.07182,338
2021-04-12,18,0.05204,340
2021-04-12,25,0.04439,340
2021-04-12,32,0.03934,340
2021-04-12,39,0.03523,342
2021-04-12,46,0.0321,340
2021-04-12,67,0.02624,342
2021-04-12,79,0.02403,343
2021-04-12,130,0.0183,347
2021-04-12,158,0.01651,349
2021-04-12,171,0.01582,349
2021-04-12,186,0.01507,348
2021-04-12,249,0.01287,355
2021-04-12,263,0.01261,353
2021-04-12,284,0.01217,353
2021-04-12,340,0.01109,359
2021-04-12,353,0.01084,361
2021-04-12,431,0.00981,360
2021-04-12,613,0.00822,360
2021-04-12,648,0.00801,365
2021-04-12,977,0.0066,380
2021-04-13,3,0.14086,341
2021-04-13,10,0.07698,342
2021-04-13,17,0.05464,342.5
2021-04-13,24,0.0459,344
2021-04-13,31,0.04025,345
2021-04-13,38,0.03606,345
2021-04-13,45,0.03292,346
2021-04-13,66,0.02656,347
2021-04-13,78,0.02436,348
2021-04-13,94,0.02207,350
2021-04-13,129,0.01853,353
2021-04-13,157,0.01663,353
2021-04-13,170,0.01593,352
2021-04-13,185,0.01522,358
2021-04-13,248,0.013,360
2021-04-13,262,0.01274,359
2021-04-13,283,0.0123,358
2021-04-13,339,0.01119,359
2021-04-13,352,0.01098,361
2021-04-13,430,0.00995,370
2021-04-13,612,0.00825,375
2021-04-13,647,0.00803,380
2021-04-13,976,0.00662,390
2021-04-14,2,0.15795,337
2021-04-14,9,0.07937,337.5
2021-04-14,16,0.05407,338
2021-04-14,23,0.04542,338
2021-04-14,30,0.04,340
2021-04-14,37,0.03602,341
2021-04-14,44,0.03272,343
2021-04-14,65,0.02647,341
2021-04-14,77,0.02427,343
2021-04-14,93,0.0219,346
2021-04-14,128,0.01834,346
2021-04-14,156,0.01663,351
2021-04-14,169,0.01592,347
2021-04-14,184,0.01517,349
2021-04-14,247,0.01296,351
2021-04-14,261,0.01267,355
2021-04-14,282,0.01225,352
2021-04-14,338,0.0112,356
2021-04-14,351,0.01099,354
2021-04-14,429,0.00994,365
2021-04-14,611,0.00834,370
2021-04-14,646,0.00809,370
2021-04-14,975,0.00662,365
2021-04-15,1,0.24364,342
2021-04-15,8,0.08844,342
2021-04-15,15,0.05952,344
2021-04-15,22,0.05002,346
2021-04-15,29,0.04376,346
2021-04-15,36,0.03909,346
2021-04-15,43,0.0352,346
2021-04-15,64,0.02801,348
2021-04-15,76,0.02544,350
2021-04-15,92,0.0229,350
2021-04-15,127,0.01905,352
2021-04-15,155,0.01711,354
2021-04-15,168,0.01631,353
2021-04-15,183,0.0156,353
2021-04-15,246,0.01318,360
2021-04-15,260,0.01289,357
2021-04-15,281,0.01252,365
2021-04-15,337,0.0115,362
2021-04-15,350,0.01109,360
2021-04-15,428,0.00995,370
2021-04-15,610,0.00834,375
2021-04-15,645,0.00803,365
2021-04-15,974,0.00667,390
2021-04-16,0,1.20633,342
2021-04-16,7,0.11193,342.5
2021-04-16,14,0.06739,344
2021-04-16,21,0.0547,345
2021-04-16,28,0.04719,345
2021-04-16,35,0.04178,346
2021-04-16,42,0.03736,347
2021-04-16,63,0.02935,349
2021-04-16,75,0.02644,348
2021-04-16,91,0.02368,350
2021-04-16,126,0.0195,353
2021-04-16,154,0.01745,354
2021-04-16,167,0.01659,357
2021-04-16,182,0.01578,356
2021-04-16,245,0.01333,360
2021-04-16,259,0.01302,358
2021-04-16,280,0.01253,360
2021-04-16,336,0.01138,358
2021-04-16,349,0.01123,367
2021-04-16,427,0.01006,365
2021-04-16,609,0.00836,370
2021-04-16,644,0.0081,375
2021-04-16,973,0.00667,395
2021-04-19,4,0.11182,340
2021-04-19,11,0.06409,341
2021-04-19,18,0.05181,342
2021-04-19,25,0.04466,342.5
2021-04-19,32,0.03951,345
2021-04-19,39,0.03556,345
2021-04-19,60,0.02818,346
2021-04-19,72,0.0256,347
2021-04-19,88,0.02303,348
2021-04-19,123,0.01913,350
2021-04-19,151,0.01714,351
2021-04-19,164,0.01633,353
2021-04-19,179,0.01555,353
2021-04-19,242,0.01321,360
2021-04-19,256,0.01293,354
2021-04-19,277,0.01244,359
2021-04-19,333,0.01131,360
2021-04-19,346,0.01109,364
2021-04-19,424,0.01001,360
2021-04-19,606,0.0083,370
2021-04-19,641,0.00816,365
2021-04-19,970,0.00666,395
2021-04-20,3,0.14139,336
2021-04-20,10,0.06629,338
2021-04-20,17,0.05203,339
2021-04-20,24,0.0444,341
2021-04-20,31,0.03891,341
2021-04-20,38,0.03516,341
2021-04-20,59,0.02793,344
2021-04-20,71,0.02541,345
2021-04-20,87,0.02289,345
2021-04-20,122,0.01905,347
2021-04-20,150,0.01707,352
2021-04-20,163,0.0164,349
2021-04-20,178,0.0156,348
2021-04-20,241,0.01323,354
2021-04-20,255,0.01294,354
2021-04-20,276,0.01245,353
2021-04-20,332,0.01138,352
2021-04-20,345,0.01116,356
2021-04-20,423,0.01006,355
2021-04-20,605,0.00837,370
2021-04-20,640,0.00816,370
2021-04-20,969,0.00671,370
2021-04-21,2,0.18685,340
2021-04-21,9,0.07461,341
2021-04-21,16,0.05785,342.5
2021-04-21,23,0.04857,344
2021-04-21,30,0.04226,344
2021-04-21,37,0.03759,345
2021-04-21,58,0.02927,348
2021-04-21,70,0.02661,347
2021-04-21,86,0.02372,348
2021-04-21,121,0.01962,350
2021-04-21,149,0.01755,352
2021-04-21,162,0.01674,352
2021-04-21,177,0.01597,354
2021-04-21,240,0.0135,356
2021-04-21,254,0.01318,357
2021-04-21,275,0.01276,359
2021-04-21,331,0.01154,355
2021-04-21,344,0.01136,363
2021-04-21,422,0.01019,360
2021-04-21,604,0.0085,370
2021-04-21,639,0.0082,375
2021-04-21,968,0.00672,385
2021-04-22,1,0.20745,335
2021-04-22,8,0.07193,337.5
2021-04-22,15,0.05544,338
2021-04-22,22,0.04648,340
2021-04-22,29,0.04056,340
2021-04-22,36,0.03613,341
2021-04-22,43,0.03334,340
2021-04-22,57,0.02842,343
2021-04-22,69,0.02594,345
2021-04-22,85,0.02328,345
2021-04-22,120,0.01934,347
2021-04-22,148,0.0173,351
2021-04-22,161,0.01648,350
2021-04-22,176,0.01581,351
2021-04-22,239,0.01347,352
2021-04-22,253,0.01305,352
2021-04-22,274,0.01262,355
2021-04-22,330,0.01153,356
2021-04-22,343,0.0113,361
2021-04-22,421,0.01018,355
2021-04-22,603,0.00835,360
2021-04-22,638,0.00829,365
2021-04-22,967,0.00684,385
2021-04-23,0,0.49439,339
2021-04-23,7,0.09461,341
